courseCode,courseName,major
MECH2003 , Mechanical Design 1, Engineering 
MECH2004 , Mechanics of Solids, Engineering 
MECH2005 , Engineering Materials, Engineering 
MECH3001 , Thermodynamics, Engineering 
MECH3002 , Heat and Mass Transfer, Engineering 
MECH3003 , Mechanical Design 2, Engineering 
MECH3004 , Applied Numerical Engineering, Engineering 
MECH3005 , Manufacturing Engineering, Engineering 
MECH4001 , Product Design Engineering, Engineering 
MECH4002 , Energy Sustainable Design, Engineering 
MECH4092 , Mechanical Engineering Research Thesis A, Engineering 
MECH4093 , Mechanical Engineering Research Thesis B, Engineering 
MEDI1400 ," Foundations of Learning,  Communication and Teamwork",Owned at Faculty level 
MEDI2004 , Pharmacology Fundamentals,Owned at Faculty level 
MEDI2005 , Human Health and Disease Processes,Owned at Faculty level 
MEDI2100 , Musculoskeletal System,Owned at Faculty level 
MEDI2101 , Cardiovascular and Respiratory System,Owned at Faculty level 
MEDI2102 ," Renal, Reproductive and Endocrine Systems",Owned at Faculty level 
MEDI2103 ," Alimentary System, Nutrition and Metabolism",Owned at Faculty level 
MEDI2200 , Human Cell and Molecular Biology,Owned at Faculty level 
MEDI2201 , Clinical Bioinformatics,Owned at Faculty level 
MEDI2300 , Nervous System,Owned at Faculty level 
MEDI2301 , Cellular and Molecular Neuroscience,Owned at Faculty level 
MEDI2400 , Foundations in Ethics and Society,Owned at Faculty level 
MEDI2401 , Medical Admissions Preparation,Owned at Faculty level 
MEDI2900 , Introduction to Medical Research, Biomedical Sciences  
MEDI3100 , Clinical Anatomy and Medical Imaging,Owned at Faculty level 
MEDI3200 , Translational Biology and Genomics,Owned at Faculty level 
MEDI3300 , Neuroscience,Owned at Faculty level 
MEDI3301 , Clinical Neuroscience,Owned at Faculty level 
MEDI3400 , Contextualising Professionalism in Health Care Systems,Owned at Faculty level 
MEDI3401 , Professional Learning in the Clinical Sciences,Owned at Faculty level 
MEDI3900 , Research Experience and Training,Owned at Faculty level 
MEDI3901 , Further Research Experience,Owned at Faculty level 
MEDI6101 , Fundamentals in Visceral Anatomy,Owned at Faculty level 
MEDI7000 , Research Communications,Owned at Faculty level 
MEDI7001 ," Ethics, Integrity and Practice",Owned at Faculty level 
MEDI7004 , Decoding the Brain,Owned at Faculty level 
MEDI7007 , Unlocking the Mechanisms of Human Disease,Owned at Faculty level 
MEDI7010 , Unmasking Health Services Research,Owned at Faculty level 
MEDI7012 , Pitching Your Research For Funding,Owned at Faculty level 
MEDI7041 , Research Rotation 1,Owned at Faculty level 
MEDI7042 , Research Rotation 2,Owned at Faculty level 
MEDI7047 , Research Project Management,Owned at Faculty level 
MEDI7051 , The Artificial Human,Owned at Faculty level 
MEDI7101 , Epidemiology and Biostatistics for Research,Owned at Faculty level 
MEDI8100 , Applied Medical Science 1,Owned at Faculty level 
MEDI8101 , Clinical Practice 1,Owned at Faculty level 
MEDI8102 ,Based Healthcare,Owned at Faculty level 
MEDI8103 , Applied Medical Science 2,Owned at Faculty level 
MEDI8104 , Clinical Practice 2,Owned at Faculty level 
MEDI8105 , Interprofessional Healthcare,Owned at Faculty level 
MEDI8203 ," Critical Care, Patient Safety and Quality, and Research",Owned at Faculty level 
MEDI8204 , Reflective Medical Practice 1,Owned at Faculty level 
MEDI8300 , Research Project A,Owned at Faculty level 
MEDI8301 , Core Clinical Placements A,Owned at Faculty level 
MEDI8302 , Core Clinical Placements B,Owned at Faculty level 
MEDI8401 , Advanced Clinical Placements A,Owned at Faculty level 
MEDI8402 , Advanced Clinical Placements B,Owned at Faculty level 
MEDI8403 , Reflective Medical Practice 2,Owned at Faculty level 
MGMT1002 , Principles of Management, Management  
MGMT1005 , Introduction to Global Business, Management  
MGMT1007 , Introduction to Human Resource Management, Management  
MGMT1011 , Organisational Behaviour, Management  
MGMT1020 , Entrepreneurship and New Venture Management, Management  
MGMT2002 , International Business Operations, Management  
MGMT2010 , Leadership in Management, Management  
MGMT2016 , Business Demographics, Management  
MGMT2018 , Management Communication, Management  
MGMT2022 , Foundations in Human Resources Law, Management  
MGMT2025 , Social Entrepreneurship, Management  
MGMT2030 , Cross Cultural Management, Management  
MGMT2031 , Sustainability in International Business, Management  
MGMT2040 , Workplace Relations, Management  
MGMT2050 , Staffing Organisations, Management  
MGMT2080 , Application of Business Models, Management  
MGMT3000 , The Art of Negotiation, Management  
MGMT3001 , Global Business Strategy, Management  
MGMT3002 , HRM Project, Management  
MGMT3003 , International Business Project, Management  
MGMT3007 , International Human Resource Management, Management  
MGMT3011 , Entrepreneurship Project, Management  
MGMT3015 , Managing Performance and Rewards, Management  
MGMT3017 , Managing Change in Organisations, Management  
MGMT3020 , Management Project, Management  
MGMT3028 , Strategic Human Resource Management, Management  
MGMT3050 , Strategic Management, Management  
MGMT3051 , Management Ethics and Social Responsibility, Management  
MGMT3060 , Business Project, Management  
MGMT3902 , Communication for Effective Leadership, Management  
MGMT3904 , Creativity and Innovation, Management  
MGMT3905 , Problem Solving: Critical and Strategic Thinking, Management  
MGMT3906 , Leadership and Influence in Action, Management  
MGMT6008 , Managing People, Management  
MGMT6051 ," Work, Organisation and Management", Management  
MGMT7015 , Behaviour in Organisations, Management  
MGMT7027 , Entrepreneurship in Business, Management  
MGMT7050 , Management of People at Work, Management  
MGMT7054 , Managing Cultural Diversity, Management  
MGMT8003 , Globalisation and Value Chain Management, Management  
MGMT8004 , International Business Strategy, Management  
MGMT8005 , Managing Technology, Management  
MGMT8009 , Managing Globally, Management  
MGMT8010 , Professional Practice, Management  
MGMT8011 , Learning to be a Leader, Management  
MGMT8012 , Managing Strategically, Management  
MGMT8015 , Behaviour in Organisations, Management  
MGMT8025 , Negotiation and Conflict Resolution, Management  
MGMT8027 , Entrepreneurship in Business, Management  
MGMT8028 , Managing Supply Chains, Management  
MGMT8040 , Business Project Management, Management  
MGMT8050 , Management of People at Work, Management  
MGMT8051 , International Human Resource Management, Management  
MGMT8054 , Managing Cultural Diversity, Management  
MGMT8055 , International Business Project, Management  
MGMT8066 , Change Management, Management  
MGMT8077 , Learning to be Persuasive, Management  
MGMT8080 , Business Internship, Management  
MGMT8990 , Management,Management
MGRK1010 , I Modern Greek Studies 1," Media, Communications, Creative Arts, Language and Literature "
MGRK1020 , I Modern Greek Studies 2," Media, Communications, Creative Arts, Language and Literature "
MGRK1021 , Modern Greek History and Culture," Media, Communications, Creative Arts, Language and Literature "
MGRK2010 , I Modern Greek Studies 3," Media, Communications, Creative Arts, Language and Literature "
MGRK2020 , I Modern Greek Studies 4," Media, Communications, Creative Arts, Language and Literature "
MGRK3010 , I Modern Greek Studies 5," Media, Communications, Creative Arts, Language and Literature "
MGRK3020 , I Modern Greek Studies 6," Media, Communications, Creative Arts, Language and Literature "
MHIS1001 ,"Religion, Trade, and Empire in the Pre-Modern World, 1215-1788", History and Archaeology 
MHIS1002 ,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001", History and Archaeology 
MHIS2000 , A History of Terrorism, History and Archaeology 
MHIS2001 , A History of Human Rights, History and Archaeology 
MHIS2003 , A Global History of Sport, History and Archaeology 
MHIS2004 , Capitalism: From the Silk Roads to Amazon, History and Archaeology 
MHIS2007 , From Charlemagne to Game of Thrones: The Middle Ages Then and Now, History and Archaeology 
MHIS2011 , Making War Modern: From Revolutionary Soldier to Peacekeeper, History and Archaeology 
MHIS2020 ,Century Europe, History and Archaeology 
MHIS2050 , ANZAC: Australians at War, History and Archaeology 
MHIS3000 , Making History, History and Archaeology 
MHIS3022 , Culture and Power in Renaissance Europe, History and Archaeology 
MHIS3027 , Resisting the Nazis: Fascism and its Opponents, History and Archaeology 
MHIS3030 , Screening the Past: History on Film and Television, History and Archaeology 
MHIS3040 , Australia in the 20th Century, History and Archaeology 
MHIS7000 , Introduction to Modern Historiography, History and Archaeology 
MHIS7001 , Archives: Sources and Silences, History and Archaeology 
MHIX1001 ,"Religion, Trade, and Empire in the Pre-Modern World", History and Archaeology 
MHIX1002 ,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001", History and Archaeology 
MHIX2000 , A History of Terrorism, History and Archaeology 
MHIX2001 , A History of Human Rights, Social Sciences 
MHIX2007 , From Charlemagne to Game of Thrones: The Middle Ages Then and Now, History and Archaeology 
MHIX2011 , Making War Modern: From Revolutionary Soldier to Peacekeeper, History and Archaeology 
MHIX2020 , Twentieth Century Europe, History and Archaeology 
MHIX2050 , ANZAC: Australians at War, History and Archaeology 
MHIX3000 , Making History, History and Archaeology 
MHIX3027 , Resisting the Nazis: Fascism and its Opponents, History and Archaeology 
MHIX3030 , Screening the Past: History on Film and Television, History and Archaeology 
MHIX3040 , Australia in the 20th Century, History and Archaeology 
MHIX3065 , From the Beats to the Bachelorette: Popular Culture Since the 1950s, History and Archaeology 
MHPG8990 , Modern History, History and Archaeology 
MKTG1001 , Marketing Fundamentals, Marketing  
MKTG1003 , Consumer Behaviour, Marketing  
MKTG2002 , Marketing Research, Marketing  
MKTG2004 , Integrated Marketing Communications, Marketing  
MKTG2006 , Marketing Technologies, Marketing  
MKTG2008 , Marketing Management, Marketing  
MKTG2017 , Qualitative Insights, Marketing  
MKTG3001 , Business to Business Marketing, Marketing  
MKTG3002 , Services Marketing, Marketing  
MKTG3003 , Marketing Strategy, Marketing  
MKTG3004 , Marketing Project, Marketing  
MKTG3006 , Digital Marketing, Marketing  
MKTG3007 , Sales and Personal Selling, Marketing  
MKTG3008 , Marketing and Customer Insights, Marketing  
MKTG3009 , Social Change Marketing, Marketing  
MKTG3010 , Marketing Metrics, Marketing  
MKTG3011 , Brand Management, Marketing  
MKTG3012 , New Venture Marketing, Marketing  
MKTG3013 , Marketing Media Insights, Marketing  
MKTG3014 , Applied Quantitative Research, Marketing  
MKTG6096 , Introduction to Marketing Management, Marketing  
MKTG7002 , Marketing Communications, Marketing  
MKTG7006 , Applied Marketing Strategy, Marketing  
MKTG7015 , Advanced Consumer Behaviour, Marketing  
MKTG8001 , Principles of International Marketing, Marketing  
MKTG8002 , Marketing Communications, Marketing  
MKTG8004 , Digital Marketing Strategy, Marketing  
MKTG8005 , Applied Marketing Research, Marketing  
MKTG8006 , Applied Marketing Strategy, Marketing  
MKTG8007 ,Business Marketing Strategy, Marketing  
MKTG8009 , Marketing Supply Chain Strategy, Marketing  
MKTG8011 , Strategic Branding, Marketing  
MKTG8014 , Managing Customer Relationships, Marketing  
MKTG8015 , Advanced Consumer Behaviour, Marketing  
MKTG8020 , Marketing Theory, Marketing  
MKTG8033 , Social Media Marketing, Marketing  
MKTG8051 , New Product and Service Commercialisation, Marketing  
MKTG8054 , Strategic Sales Management, Marketing  
MKTG8080 , Strategic Marketing Management, Marketing  
MKTG8990 , Marketing,Marketing
MMBA8019 , Design Thinking, Marketing  
MMBA8020 , Marketing for Managers, Marketing  
MMBA8022 , Services Marketing, Marketing  
MMBA8027 , Managing Customer Experience, Marketing  
MMBA8028 , Designing Competitive Marketing Strategies, Marketing  
MMBA8029 , Building Brand Relevance, Marketing  
MMBA8035 , Finance for Managers, Applied Finance  
MMBA8036 , Investment Management, Applied Finance  
MMBA8040 , Accounting for Managers, Accounting and Corporate Governance  
MMBA8045 , Economics for Managers, Economics  
MMBA8047 , Entrepreneurial Finance, Applied Finance  
MMBA8058 , Corporate Acquisitions, Applied Finance  
MMBA8059 , New Enterprise Management, Management  
MMBA8068 , Strategic Corporate Social Responsibility, Management  
MMBA8070 , Organisational Behaviour, Management  
MMBA8080 , Foundations of Management Thought, Management  
MMBA8084 , Negotiation: Theory and Practice, Management  
MMBA8090 , Managing Operations, Management  
MMBA8106 , Project Innovation and Change, Management  
MMBA8113 , Big Data and Decision Making, Actuarial Studies and Business Analytics  
MMBA8150 , Report 1, Management  
MMBA8155 , Management Internship, Management  
MMBA8160 , Information and Decision Analysis, Actuarial Studies and Business Analytics  
MMBA8185 , Behavioural Economics, Economics  
MMCC1000 , Visual Media and Communications," Media, Communications, Creative Arts, Language and Literature "
MMCC1011 , Introduction to Video Games," Media, Communications, Creative Arts, Language and Literature "
MMCC1012 , Music Literacies," Media, Communications, Creative Arts, Language and Literature "
MMCC1015 , Media Practice and Production," Media, Communications, Creative Arts, Language and Literature "
MMCC1020 ," Passion, Rebellion, & Identity in Music "," Media, Communications, Creative Arts, Language and Literature "
MMCC1025 , Screenwriting," Media, Communications, Creative Arts, Language and Literature "
MMCC1030 , Music in a Global Context," Media, Communications, Creative Arts, Language and Literature "
MMCC1032 , Performance Practices," Media, Communications, Creative Arts, Language and Literature "
MMCC1035 , The Performing Arts and Entertainment Industries," Media, Communications, Creative Arts, Language and Literature "
MMCC1040 , Introduction to Media and Mass Communications," Media, Communications, Creative Arts, Language and Literature "
MMCC1045 , The Creative Musician," Media, Communications, Creative Arts, Language and Literature "
MMCC1050 , Multimodal Storytelling," Media, Communications, Creative Arts, Language and Literature "
MMCC1110 , Media Technologies," Media, Communications, Creative Arts, Language and Literature "
MMCC2000 , Musical Authorship and Songwriting," Media, Communications, Creative Arts, Language and Literature "
MMCC2011 , Music and Arts Journalism," Media, Communications, Creative Arts, Language and Literature "
MMCC2012 , Screen Production: Filmmaking Across Genres," Media, Communications, Creative Arts, Language and Literature "
MMCC2013 , Screen Production: Fiction Filmmaking," Media, Communications, Creative Arts, Language and Literature "
MMCC2014 ," Creative Freedoms: Authorship, Technology, Law"," Media, Communications, Creative Arts, Language and Literature "
MMCC2015 , Media Theory in Practice," Media, Communications, Creative Arts, Language and Literature "
MMCC2016 ," Sex, Death and Politics: Media Representations"," Media, Communications, Creative Arts, Language and Literature "
MMCC2020 , Music Production: The Virtual Studio," Media, Communications, Creative Arts, Language and Literature "
MMCC2023 ," Visual Countercultures: Graffiti, Kitsch and Conceptual Art"," Media, Communications, Creative Arts, Language and Literature "
MMCC2030 , Media and Advertising," Media, Communications, Creative Arts, Language and Literature "
MMCC2033 , Music Production: Audio Recording and Mixing," Media, Communications, Creative Arts, Language and Literature "
MMCC2041 , Interactive Web Design," Media, Communications, Creative Arts, Language and Literature "
MMCC2057 , Vocal Studies: The Voice," Media, Communications, Creative Arts, Language and Literature "
MMCC2060 ," Health, Bodies, Media"," Media, Communications, Creative Arts, Language and Literature "
MMCC2061 , Photo Media," Media, Communications, Creative Arts, Language and Literature "
MMCC2063 ," Vocal Studies: Song, Composition & Arranging "," Media, Communications, Creative Arts, Language and Literature "
MMCC2065 ," Documentary Media: Forms, Histories, Futures"," Media, Communications, Creative Arts, Language and Literature "
MMCC2070 ," Radio: 'On Air'"""," Media, Communications, Creative Arts, Language and Literature "
MMCC2080 , Network Cultures," Media, Communications, Creative Arts, Language and Literature "
MMCC2090 , The Music Business," Media, Communications, Creative Arts, Language and Literature "
MMCC2100 , Public Relations and Social Media: Foundations and Cases," Media, Communications, Creative Arts, Language and Literature "
MMCC2110 , Narrative Journalism," Media, Communications, Creative Arts, Language and Literature "
MMCC3011 , Writing for Love or Money," Media, Communications, Creative Arts, Language and Literature "
MMCC3012 , Screen Production: Documentary Filmmaking," Media, Communications, Creative Arts, Language and Literature "
MMCC3013 , Screen Production: Open Form Filmmaking," Media, Communications, Creative Arts, Language and Literature "
MMCC3016 , Media Ethics," Media, Communications, Creative Arts, Language and Literature "
MMCC3020 , News Media: New Directions," Media, Communications, Creative Arts, Language and Literature "
MMCC3023 , Interactive and Digital Arts," Media, Communications, Creative Arts, Language and Literature "
MMCC3029 , Critical Games Studies," Media, Communications, Creative Arts, Language and Literature "
MMCC3031 , Forensic Media," Media, Communications, Creative Arts, Language and Literature "
MMCC3032 , Music at the Limits: Experimentation and Innovation," Media, Communications, Creative Arts, Language and Literature "
MMCC3037 ," Radio and Podcast: The 'On Air' Career"""," Media, Communications, Creative Arts, Language and Literature "
MMCC3043 , Vocal Studies: The Singer," Media, Communications, Creative Arts, Language and Literature "
MMCC3045 , Interactive Storytelling," Media, Communications, Creative Arts, Language and Literature "
MMCC3046 , Social Media," Media, Communications, Creative Arts, Language and Literature "
MMCC3055 , Mobile Cultures," Media, Communications, Creative Arts, Language and Literature "
MMCC3060 , Music Projects and Audience Engagement," Media, Communications, Creative Arts, Language and Literature "
MMCC3080 , Podcasting and New Sound Media," Media, Communications, Creative Arts, Language and Literature "
MMCC3090 , Public Relations and Social Media: Constructing Campaigns," Media, Communications, Creative Arts, Language and Literature "
MMCC3110 , Telling True Stories," Media, Communications, Creative Arts, Language and Literature "
MMCC3121 , Creative Industries Internship," Media, Communications, Creative Arts, Language and Literature "
MMCC3130 ," Music, Sound, and Moving Image"," Media, Communications, Creative Arts, Language and Literature "
MMCC3140 ," Screens, Images, Ideas"," Media, Communications, Creative Arts, Language and Literature "
MMCC3150 , Media Internship," Media, Communications, Creative Arts, Language and Literature "
MMCC3160 , Arts Management Internship," Media, Communications, Creative Arts, Language and Literature "
MMCC3199 , Advanced Issues in Marketing and Media," Media, Communications, Creative Arts, Language and Literature "
MMCC6000 , Media Production Foundation," Media, Communications, Creative Arts, Language and Literature "
MMCC6010 , Media and Communications: Creative Contexts," Media, Communications, Creative Arts, Language and Literature "
MMCC6020 , Media and Communications: Technologies," Media, Communications, Creative Arts, Language and Literature "
MMCC6030 , Media and Communications: Representations," Media, Communications, Creative Arts, Language and Literature "
MMCC7000 , Media and Social Media," Media, Communications, Creative Arts, Language and Literature "
MMCC7001 , Studies in Network Culture," Media, Communications, Creative Arts, Language and Literature "
MMCC8010 ," Social Media, Law and Ethics"," Media, Communications, Creative Arts, Language and Literature "
MMCC8011 , Contemporary Global Media," Media, Communications, Creative Arts, Language and Literature "
MMCC8016 ,Communications Strategies and Campaigns," Media, Communications, Creative Arts, Language and Literature "
MMCC8026 , Data Journalism," Media, Communications, Creative Arts, Language and Literature "
MMCC8030 , Creative Entrepreneurship," Media, Communications, Creative Arts, Language and Literature "
MMCC8033 , Storytelling Techniques," Media, Communications, Creative Arts, Language and Literature "
MMCC8035 ,Fiction Screen Media," Media, Communications, Creative Arts, Language and Literature "
MMCC8037 , Digital Media Strategies," Media, Communications, Creative Arts, Language and Literature "
MMCC8038 , The Art of Recording," Media, Communications, Creative Arts, Language and Literature "
MMCC8040 , Media Writing and Research," Media, Communications, Creative Arts, Language and Literature "
MMCC8043 , Writing the Real," Media, Communications, Creative Arts, Language and Literature "
MMCC8045 , Professional Practices," Media, Communications, Creative Arts, Language and Literature "
MMCC8046 , Social Media," Media, Communications, Creative Arts, Language and Literature "
MMCC8047 , The Creative Industries," Media, Communications, Creative Arts, Language and Literature "
MMCC8055 , Performance Practices," Media, Communications, Creative Arts, Language and Literature "
MMCC8090 , Radio and Podcast Production," Media, Communications, Creative Arts, Language and Literature "
MMCC8097 , Interactive Media," Media, Communications, Creative Arts, Language and Literature "
MMCS8990 ," Music, Media, Communication and Cultural Studies"," Media, Communications, Creative Arts, Language and Literature "
MOLS2910 , Advanced Chemistry and Biomolecular Sciences II, Molecular Sciences  
MOLS3002 , Engaging the Community in Science, Molecular Sciences  
MOLS3003 , Molecular Sciences Project, Molecular Sciences  
MOLS3910 , Advanced chemistry and Biomolecular Science III, Molecular Sciences  
MOLS7001 , Selected Topics in Molecular Sciences 1, Molecular Sciences  
MOLS7002 , Selected Topics in Molecular Sciences 2, Molecular Sciences  
MOLS7011 , Research Topic: Advanced Biomolecular Analysis, Molecular Sciences  
MOLS7012 , Research Topic: Synthetic Biology, Molecular Sciences  
MOLS7051 , Research Topic: Advanced Physical and Analytical Chemistry, Molecular Sciences  
MOLS7052 , Research Topic: Chemical Biology, Molecular Sciences  
MOLS7053 , Research Topic: Advanced Organic Chemistry, Molecular Sciences  
MOLS7211 , Protein Discovery and Analysis, Molecular Sciences  
MOLS7212 , Functional Proteomics, Molecular Sciences  
MOLS7611 , Molecular and Medical Biotechnology, Molecular Sciences  
MOLS7900 , Research Frontiers in Chemistry and Biomolecular Sciences, Molecular Sciences  
MOLS7910 , The Research Experience, Molecular Sciences  
MOLS8211 , Protein Discovery and Analysis, Molecular Sciences  
MOLS8212 , Functional Proteomics, Molecular Sciences  
MOLS8251 , Chemical Analysis, Molecular Sciences  
MOLS8253 , Laboratory Quality Systems, Molecular Sciences  
MOLS8411 , Molecular Genomics Analysis and Design, Molecular Sciences  
MOLS8611 , Molecular and Medical Biotechnology, Molecular Sciences  
MOLS8851 , Advanced Medicinal Chemistry, Molecular Sciences  
MOLS8902 , Molecular Sciences Research Experience, Molecular Sciences  
MOLS8990 , Chemistry and Biomolecular Science, Molecular Sciences  
MPHR8990 , Public Health Research,Owned at Faculty level 
MQBS3000 , Student Leadership in Community Engagement,Owned at Faculty level 
MQBS3010 , Agility and Excellence in Business,Owned at Faculty level 
MQBS3030 , International Study Tour,Owned at Faculty level 
MQBS7005 , Research Communications in Business and Economics,Owned at Faculty level 
MQBS7010 , Research Frontiers in Business and Economics,Owned at Faculty level 
MQBS7020 , Qualitative Research Approaches in Business and Economics,Owned at Faculty level 
MQBS7025 , Advanced Qualitative Research Approaches in Business and Economics,Owned at Faculty level 
MQBS7030 , Quantitative Research Approaches in Business and Economics,Owned at Faculty level 
MQBS7035 , Advanced Quantitative Research Approaches in Business and Economics,Owned at Faculty level 
MQBS7040 , Quantitative Research Methods,Owned at Faculty level 
MQBS8020 , Qualitative Research Approaches in Business and Economics,Owned at Faculty level 
MQBS8030 , Quantitative Research Approaches in Business and Economics,Owned at Faculty level 
MQBS8040 , Quantitative Research Methods,Owned at Faculty level 
MQBS8080 , International Study Experience,Owned at Faculty level 
MRES7001 , PACE for Research,HDRO 
MTRN2060 , Introduction to Mechatronics, Engineering 
MTRN3026 , Mechatronic Systems, Engineering 
MTRN4066 , Advanced Mechatronic Engineering, Engineering 
MTRN4068 , Wireless Mechatronics, Engineering 
PHIL1037 , Critical Thinking, Philosophy  
PHIL2010 , Business and Professional Ethics, Philosophy  
PHIL2020 ," Philosophy, Technology, and the Future of Humanity", Philosophy  
PHIL2025 , Ethical Theory, Philosophy  
PHIL2026 , The Moral Psychology of Good and Evil, Philosophy  
PHIL2056 , Knowledge and its Limits, Philosophy  
PHIL2060 , Bioethics and Biotechnology, Philosophy  
PHIL2062 , Philosophy of Psychology, Philosophy  
PHIL2070 , Healthcare Ethics, Philosophy  
PHIL3057 , Theories of Justice, Philosophy  
PHIL3063 , Consciousness and Self, Philosophy  
PHIL3085 , Contemporary Research Topics in Philosophy, Philosophy  
PHIL7000 , Research Topics in Philosophy I, Philosophy  
PHIL7001 , Research Topics in Philosophy II, Philosophy  
PHIL8990 , Philosophy, Philosophy  
PHIX1031 , The Philosophy of Human Nature, Philosophy  
PHIX1032 ," Happiness, Goodness and Justice", Philosophy  
PHIX1037 , Critical Thinking, Philosophy  
PHIX2010 , Business and Professional Ethics, Philosophy  
PHIX2020 ," Philosophy, Technology, and the Future of Humanity", Philosophy  
PHIX2025 , Ethical Theory, Philosophy  
PHIX2026 , The Moral Psychology of Good and Evil, Philosophy  
PHIX2056 , Knowledge and its Limits, Philosophy  
PHIX2060 , Bioethics and Biotechnology, Philosophy  
PHIX2062 , Philosophy of Psychology, Philosophy  
PHIX2070 , Healthcare Ethics, Philosophy  
PHIX3051 , Contemporary Topics in Applied Ethics, Philosophy  
PHIX3052 , The Philosophy of Race and Identity, Philosophy  
PHIX3056 , Contemporary Topics in Philosophy, Philosophy  
PHIX3057 , Theories of Justice, Philosophy  
PHIX3063 , Consciousness and Self, Philosophy  
PHIX3085 , Contemporary Research Topics in Philosophy, Philosophy  
PHTY2000 , Behaviour Change for Health and Exercise,Owned at Faculty level 
PHTY3000 , Exercise Physiology,essions 
PHTY3001 , Biomechanics of Human Movement,essions 
PHTY3002 , Human Motor Learning and Performance,essions 
PHTY8100 , Applied Sciences for Physiotherapy A,essions 
PHTY8101 , Applied Sciences for Physiotherapy B,essions 
PHTY8102 , Fundamentals of Physiotherapy Practice,essions 
PHTY8103 , Interprofessional Healthcare,essions 
PHTY8104 ,based Healthcare,essions 
PHTY8105 , Physiotherapy Practice A,essions 
PHTY8106 , Physiotherapy Practice B,essions 
PHTY8107 , Physiotherapy Practice C,essions 
PHTY8200 , Clinical Physiotherapy Placement I,essions 
PHTY8201 , Clinical Physiotherapy Placement II,essions 
PHTY8202 , Clinical Physiotherapy Placement III,essions 
PHTY8203 , Reflective Practice and Professional Development,essions 
PHTY8204 , Health and Wellbeing Across Lifespan A,essions 
PHTY8205 , Physiotherapy in Workplace and Recreation,essions 
PHTY8206 , Health and Wellbeing Across Lifespan B,essions 
PHTY8207 , Healthcare Complexity and Physiotherapy,essions 
PHTY8301 , Advanced Physiotherapy Practice A,essions 
PHTY8303 , Advanced Research Training,essions 
PHTY8304 , Advanced Clinical Physiotherapy Placement I,essions 
PHTY8305 , Advanced Clinical Physiotherapy Placement II,essions 
PHYS1020 , Electric and Magnetic Interactions, Physics and Astronomy  
PHYS1210 , Physics for Life Sciences, Physics and Astronomy  
PHYS1510 , Engineering Physics, Physics and Astronomy  
PHYS2020 , Electromagnetism and Relativity, Physics and Astronomy  
PHYS2030 , The Structure of Matter, Physics and Astronomy  
PHYS2910 , Advanced Physics II, Physics and Astronomy  
PHYS3010 , Advanced Electromagnetism and Optics, Physics and Astronomy  
PHYS3180 , Condensed Matter and Nanoscale Physics, Physics and Astronomy  
PHYS3810 , Professional Experience in Physics and Astronomy, Physics and Astronomy  
PHYS3910 , Advanced Physics III, Physics and Astronomy  
PHYS7900 , Research Frontiers in Physics and Astronomy 1, Physics and Astronomy  
PHYS7901 , Mathematical Methods in Physics, Physics and Astronomy  
PHYS7902 , Statistical Physics, Physics and Astronomy  
PHYS7905 , Quantum Information and Computation, Physics and Astronomy  
PHYS7906 , Advanced Photonics, Physics and Astronomy  
PHYS7909 , Quantum Control, Physics and Astronomy  
PHYS8901 , Mathematical Methods in Physics, Physics and Astronomy  
PHYS8902 , Statistical Physics, Physics and Astronomy  
PHYS8905 , Quantum Information and Computation, Physics and Astronomy  
PHYS8909 , Quantum Control, Physics and Astronomy  
PHYS8910 , Engineering Quantum Matter, Physics and Astronomy  
PHYS8911 , Physics and Astronomy Advanced Lab, Physics and Astronomy  
PHYS8990 , Physics and Astronomy, Physics and Astronomy  
PICT1010 , Introduction to Security Studies, Security Studies and Criminology  
PICT1011 , New Security Challenges, Security Studies and Criminology  
PICT1012 ,Pacific, Security Studies and Criminology  
PICT1014 , International Security in the 20th Century, Security Studies and Criminology  
PICT1030 , Introduction to Criminology, Security Studies and Criminology  
PICT2001 , Cybercrime, Security Studies and Criminology  
PICT2010 , Intelligence and Counter Intelligence, Security Studies and Criminology  
PICT2012 , Modern Warfare, Security Studies and Criminology  
PICT2013 , Crisis Management and Disaster Relief, Security Studies and Criminology  
PICT2015 , Terrorism in the 21st Century, Security Studies and Criminology  
PICT2020 , Policing and Crime, Security Studies and Criminology  
PICT3001 , Transnational Crime, Security Studies and Criminology  
PICT3011 , Cyber Security in Practice, Security Studies and Criminology  
PICT3012 , Intelligence Policy, Security Studies and Criminology  
PICT3013 , Strategies of Political Violence and Counter Terrorism, Security Studies and Criminology  
PICT3014 , Australian National Security, Security Studies and Criminology  
PICT3015 , Security Policy Analysis: Current and Emerging Issues, Security Studies and Criminology  
PICT3020 , Ethical Practice in Security Studies, Security Studies and Criminology  
PICT8000 , Leadership and Strategic Decision Making, Security Studies and Criminology  
PICT8001 , Study Tour, Security Studies and Criminology  
PICT8012 , Critical Thought and Research Design, Security Studies and Criminology  
PICT8013 , History of Intelligence, Security Studies and Criminology  
PICT8014 , The Intelligence Community in Australia, Security Studies and Criminology  
PICT8016 , Internship, Security Studies and Criminology  
PICT8018 , Counter Terrorism in the Global and Australian Contexts, Security Studies and Criminology  
PICT8020 , Advanced Terrorism Studies, Security Studies and Criminology  
PICT8037 , Choosing Terror: Pathways into Terrorism, Security Studies and Criminology  
